"id","lat","lng"
"10019",40.7633367336379,-73.9861200298588
"11238",40.6810591264528,-73.9635811846801
"11203",40.6490797066755,-73.934016307615
"10010",40.7398661212963,-73.9851988717593
"10303",40.630307306091,-74.1587961404262
"10310",40.631917205106,-74.116527254784
"11213",40.6708797665882,-73.937520666262
"11226",40.6460469047744,-73.9551597887979
"11210",40.6274329246196,-73.9456834162137
"10065",40.766028447549,-73.9646714793573
"10314",40.6039406249159,-74.1473039964716
"10024",40.7862260128799,-73.9756788780029
"11201",40.6926778563765,-73.9916944137341
"10029",40.7920312492895,-73.9445049916519
"11379",40.7190021216267,-73.8795395479666
"11357",40.7851121939725,-73.8104846891973
"11355",40.7504405223036,-73.8199583799582
"11375",40.7194096710452,-73.8478889216612
"10452",40.8377604805911,-73.9223168426108
"10463",40.8804657543854,-73.90606968
"10456",40.829705810768,-73.908590266111
"10305",40.5984660850589,-74.0759449104597
"10308",40.5519322548055,-74.1506829511735
"10001",40.7484730783734,-73.9941303130776
"11433",40.6972484621724,-73.7869127277119
"11206",40.701592585162,-73.9430521248346
"10462",40.8428379979677,-73.8579508122664
"11217",40.682294981872,-73.9790609439045
"11209",40.6259323322206,-74.0291374306241
"10011",40.7409526989786,-73.9995689845196
"11373",40.7397823452021,-73.8785786722787
"11211",40.7252402799972,-73.9465158297208
"11232",40.6541781076563,-74.0022175010228
"11230",40.6215028267298,-73.9656235413423
"10468",40.8653597105713,-73.9003593418803
"11204",40.618788302755,-73.9859081012798
"10453",40.8522675432825,-73.9120863227019
"10306",40.5690038968069,-74.1168644544932
"11235",40.5862763317387,-73.9517613629017
"10465",40.8265213411915,-73.8184965981487
"10464",40.8486075344603,-73.7876448721234
"11372",40.7514427996039,-73.8832012809847
"11207",40.6723020884652,-73.8948129982267
"10470",40.8988006569225,-73.861025169106
"11370",40.762401252728,-73.8905472694333
"10036",40.7594188404598,-73.9891984518965
"11229",40.6002569935389,-73.9444496984857
"11356",40.7859720270892,-73.8447520452019
"10037",40.8058236671698,-73.9434705611321
"11694",40.5774679790288,-73.8465686676506
"11691",40.6015466168774,-73.7576690296824
"11427",40.7282255826938,-73.7486433246426
"10475",40.8771671887687,-73.8272025305324
"11216",40.6806005155475,-73.9493876784888
"10016",40.7455082643859,-73.9797363853379
"10014",40.7339510252434,-74.0049258767372
"10027",40.8104544095379,-73.9505229405769
"11234",40.6188861802389,-73.9237269678626
"10025",40.7977834000304,-73.9676049694714
"11417",40.6772323395875,-73.8441097269794
"10461",40.8458593495323,-73.8411227204215
"11205",40.6931178370895,-73.9643328893262
"10309",40.534659649025,-74.2128263668398
"11221",40.6909121678446,-73.9283864947043
"10033",40.8493489642959,-73.9352484581792
"11215",40.6673005177791,-73.9838983343625
"11374",40.724933173889,-73.8619259926028
"10032",40.8373337724619,-73.9410039069797
"11233",40.6789416021299,-73.920356490846
"11218",40.6436404146456,-73.9772651779445
"11208",40.6762942350794,-73.8746741447702
"10459",40.8259790956757,-73.8941078880068
"10026",40.8030598900064,-73.9528868435848
"11412",40.6978841605023,-73.7581213082323
"10469",40.8698005630418,-73.8482650391963
"11413",40.6731204549014,-73.7496611172739
"11369",40.7625283339879,-73.8728581575152
"10466",40.8911639354778,-73.8473706549468
"10040",40.8515107764259,-73.9332872575095
"11365",40.7387437358211,-73.7932797307975
"10031",40.8253211015152,-73.9483597277319
"11103",40.7625506001029,-73.9137062479835
"11222",40.7270681784466,-73.9488686006688
"11249",40.7127526006576,-73.9621803124002
"10003",40.7313410286984,-73.9887535073968
"11367",40.7287981351193,-73.8210548240082
"11421",40.6910488625114,-73.8577829040738
"10023",40.7769912597673,-73.9811612373728
"11416",40.6848001716232,-73.8504910641191
"11225",40.662401938529,-73.9530476714575
"11106",40.7612374091224,-73.9295764110696
"11377",40.7448195391168,-73.9043860499008
"11411",40.694612609548,-73.7366697799782
"10012",40.7251178574575,-73.9981176704204
"10009",40.7258967243338,-73.9808596711916
"11434",40.677346111382,-73.7794784470425
"10454",40.8076874523723,-73.9182753938869
"11236",40.6400554159226,-73.9030130918553
"11223",40.599021881647,-73.9731762713127
"11362",40.7601573708825,-73.7338445868156
"10039",40.8241263554427,-73.93938465791
"11212",40.6620272136691,-73.9147488658849
"10457",40.8479726418644,-73.8977363552051
"10021",40.7701729564972,-73.9596718643554
"10471",40.9023726672973,-73.9029943103861
"11428",40.7213161890342,-73.7425167613255
"10028",40.7765620834819,-73.9537277113791
"10473",40.8178009741367,-73.8568968829676
"10006",40.7083776628319,-74.0134026982301
"11385",40.7038974890813,-73.8926094684001
